id,observed_on,quality_grade,url,image_url,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
71090842,2021-03-12,research,https://www.inaturalist.org/observations/71090842,https://inaturalist-open-data.s3.amazonaws.com/photos/115686050/medium.jpg,false,3,"Florida Gulf Coast University, Fort Myers, FL, US",26.4679204695,-81.7680706199,18,18,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71147224,2021-03-11,research,https://www.inaturalist.org/observations/71147224,https://inaturalist-open-data.s3.amazonaws.com/photos/115788410/medium.jpg,false,3,"Everglades National Park, Homestead, FL, US",25.3787633333,-80.6221166667,4,4,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71156328,2021-03-13,research,https://www.inaturalist.org/observations/71156328,https://inaturalist-open-data.s3.amazonaws.com/photos/115804464/medium.jpg,false,3,"Winston County, US-MS, US",33.1879475609,-89.0796595883,873,873,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156397,2021-03-13,research,https://www.inaturalist.org/observations/71156397,https://inaturalist-open-data.s3.amazonaws.com/photos/115804581/medium.jpg,false,3,"Tombigbee National Forest, Louisville, MS, US",33.1956793528,-89.0929682708,13,13,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156414,2021-03-13,research,https://www.inaturalist.org/observations/71156414,https://inaturalist-open-data.s3.amazonaws.com/photos/115804601/medium.jpg,false,3,"Winston County, US-MS, US",33.1929241462,-89.0908581009,12,12,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156425,2021-03-13,research,https://www.inaturalist.org/observations/71156425,https://inaturalist-open-data.s3.amazonaws.com/photos/115804628/medium.jpg,false,3,"Winston County, US-MS, US",33.1929164958,-89.0908152779,26,26,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156434,2021-03-13,research,https://www.inaturalist.org/observations/71156434,https://inaturalist-open-data.s3.amazonaws.com/photos/115804659/medium.jpg,false,3,"Tombigbee National Forest, Louisville, MS, US",33.1928715496,-89.0907783616,40,40,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156455,2021-03-13,research,https://www.inaturalist.org/observations/71156455,https://inaturalist-open-data.s3.amazonaws.com/photos/115804679/medium.jpg,false,3,"Winston County, US-MS, US",33.1904588127,-89.0865238666,704,704,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156655,2021-03-13,research,https://www.inaturalist.org/observations/71156655,https://inaturalist-open-data.s3.amazonaws.com/photos/115804944/medium.jpg,false,3,"Tombigbee National Forest, Louisville, MS, US",33.1808720444,-89.084475095,1076,1076,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71156668,2021-03-13,research,https://www.inaturalist.org/observations/71156668,https://inaturalist-open-data.s3.amazonaws.com/photos/115805008/medium.jpg,false,3,"Tombigbee National Forest, Louisville, MS, US",33.187658598,-89.0868379628,355,355,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71171288,2021-03-13,research,https://www.inaturalist.org/observations/71171288,https://inaturalist-open-data.s3.amazonaws.com/photos/115837033/medium.jpg,false,3,"Windley Key Fossil Reef Geological State Park, Islamorada, FL, US",24.9503377614,-80.595364887,124,124,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
71173372,2021-03-13,research,https://www.inaturalist.org/observations/71173372,https://static.inaturalist.org/photos/115835300/medium.jpeg,false,2,"Jupiter, FL 33458, USA",26.9956159722,-80.1516079722,,,,,false,gps,gps,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
71235883,2021-03-14,research,https://www.inaturalist.org/observations/71235883,https://static.inaturalist.org/photos/115945512/medium.jpeg,false,2,"Chickamauga, GA 30707, USA",34.6644679722,-85.3633329722,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
71242860,2021-03-14,research,https://www.inaturalist.org/observations/71242860,https://inaturalist-open-data.s3.amazonaws.com/photos/115957929/medium.jpg,false,3,"Prairie Pines Preserve, North Fort Myers, FL, US",26.73082,-81.89605,5,5,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71251334,2021-03-14,research,https://www.inaturalist.org/observations/71251334,https://inaturalist-open-data.s3.amazonaws.com/photos/115973181/medium.jpg,false,3,"Mountain Rest, Walhalla, SC, US",34.8070462659,-83.1196001064,111,111,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71251759,2021-03-14,research,https://www.inaturalist.org/observations/71251759,https://inaturalist-open-data.s3.amazonaws.com/photos/115973690/medium.jpeg,false,2,"White Oak, NC, USA",35.2827361111,-82.2498694444,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
71264715,2021-03-13,research,https://www.inaturalist.org/observations/71264715,https://static.inaturalist.org/photos/115998673/medium.jpg,false,3,"Collier County, US-FL, US",26.0181577832,-81.2880918955,10,29891,obscured,,true,,,Coastal Rose Gentian,Sabatia calycina,Coastal Rose Gentian,Plantae,168262
71276167,2016-12-28,research,https://www.inaturalist.org/observations/71276167,https://static.inaturalist.org/photos/116019525/medium.jpeg,false,,"Everglades National Park, US-FL, US",25.4681741221,-80.6953701146,5,29958,obscured,,true,,,Voyria parasitica,Voyria parasitica,,Plantae,170280
71277751,2021-03-14,research,https://www.inaturalist.org/observations/71277751,https://inaturalist-open-data.s3.amazonaws.com/photos/116023317/medium.jpg,false,,"North Carolina, US",35.8360211429,-79.163045833,800,28620,obscured,,true,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71315246,2021-03-15,research,https://www.inaturalist.org/observations/71315246,https://inaturalist-open-data.s3.amazonaws.com/photos/116089930/medium.jpg,false,,"Merritt Island National Wildlife Refuge, Brevard, Florida, United States",28.6580132778,-80.7508066389,,,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71374923,2021-03-16,research,https://www.inaturalist.org/observations/71374923,https://static.inaturalist.org/photos/116199399/medium.jpeg,false,2,"Erwin, TN 37650, USA",36.158531189,-82.4786224365,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
71388107,2021-03-16,research,https://www.inaturalist.org/observations/71388107,https://inaturalist-open-data.s3.amazonaws.com/photos/116221900/medium.jpeg,false,2,"Naples, FL 34113, USA",26.0181912157,-81.7110353708,8,8,,,false,gps,gps,yellow screwstem,Bartonia virginica,yellow screwstem,Plantae,145712
71417105,2021-03-16,research,https://www.inaturalist.org/observations/71417105,https://static.inaturalist.org/photos/116274030/medium.jpg,false,3,"Marshall, AR, US",36.006416772,-92.6795413894,130,130,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71429742,2021-03-17,research,https://www.inaturalist.org/observations/71429742,https://static.inaturalist.org/photos/116295884/medium.jpeg,false,333,Collier County,25.9820664,-81.305291,936,936,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71430812,2021-03-17,research,https://www.inaturalist.org/observations/71430812,https://inaturalist-open-data.s3.amazonaws.com/photos/116297823/medium.jpg,false,3,"Gerringer Mill Rd, Burlington, NC, US",36.1604305,-79.48195,67,67,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71472054,2020-01-24,research,https://www.inaturalist.org/observations/71472054,https://inaturalist-open-data.s3.amazonaws.com/photos/116370352/medium.jpeg,false,,"Citrus County, FL, USA",28.9228059136,-82.6412081801,581,581,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71472055,2020-01-24,research,https://www.inaturalist.org/observations/71472055,https://inaturalist-open-data.s3.amazonaws.com/photos/116370377/medium.jpeg,false,,"Citrus County, FL, USA",28.9228059136,-82.6412081801,581,581,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71519949,2021-03-18,research,https://www.inaturalist.org/observations/71519949,https://static.inaturalist.org/photos/116456280/medium.jpg,false,3,"Canaveral National Seashore Florida, Titusville, FL, US",28.64088,-80.7766116667,4,4,,,false,,,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
71560372,2021-03-19,research,https://www.inaturalist.org/observations/71560372,https://inaturalist-open-data.s3.amazonaws.com/photos/116526167/medium.jpg,false,3,"Myakka State Forest, North Port, FL, US",26.9915828342,-82.2801896465,10,10,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71600313,2014-07-16,research,https://www.inaturalist.org/observations/71600313,https://static.inaturalist.org/photos/116598867/medium.jpeg,false,,"Tennessee, US",36.1347144837,-86.2586034511,3626,28592,obscured,,true,,,Rosepink,Sabatia angularis,Rosepink,Plantae,84666
71612576,2021-03-19,research,https://www.inaturalist.org/observations/71612576,https://inaturalist-open-data.s3.amazonaws.com/photos/116620205/medium.jpg,false,3,"Oconee Connector, Walhalla, SC, US",34.848495,-83.0763555,26,26,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71620437,2021-03-20,research,https://www.inaturalist.org/observations/71620437,https://static.inaturalist.org/photos/116634331/medium.jpeg,false,2,"Big Cypress National Preserve, Collier County, US-FL, US",25.9813138889,-81.3109777778,,,,,false,gps,gps,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71622690,2019-05-26,research,https://www.inaturalist.org/observations/71622690,https://static.inaturalist.org/photos/116636642/medium.jpeg,false,,"Florida, US",30.7902399647,-85.6388537043,24,29330,obscured,,true,,,Bartram's Rose Gentian,Sabatia decandra,Bartram's Rose Gentian,Plantae,504224
71637910,2021-03-20,research,https://www.inaturalist.org/observations/71637910,https://static.inaturalist.org/photos/116663090/medium.jpg,false,3,"Hohenwald, TN, US",35.4900966667,-87.5667033333,44,44,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71643538,2021-03-20,research,https://www.inaturalist.org/observations/71643538,https://inaturalist-open-data.s3.amazonaws.com/photos/116676758/medium.jpg,false,3,"Hillsborough, NC, US",36.05825,-79.1454166667,9,9,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71644909,2021-03-20,research,https://www.inaturalist.org/observations/71644909,https://static.inaturalist.org/photos/116676000/medium.jpeg,false,2,"Big River Township, MO, USA",37.95637965,-90.53084124,9,9,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71650418,2021-03-20,research,https://www.inaturalist.org/observations/71650418,https://inaturalist-open-data.s3.amazonaws.com/photos/116685907/medium.jpg,false,3,United States,36.4555373165,-83.2676530687,7065,28534,obscured,,true,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71674281,2021-03-20,research,https://www.inaturalist.org/observations/71674281,https://inaturalist-open-data.s3.amazonaws.com/photos/116727845/medium.jpg,false,3,"Grant, AL, US",34.45888,-86.3803716667,11,11,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71700659,2021-03-21,research,https://www.inaturalist.org/observations/71700659,https://static.inaturalist.org/photos/116776625/medium.jpg,false,3,"William B. Umstead State Park, Raleigh, NC, US",35.8753921481,-78.7594656395,108,108,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71702814,2021-03-20,research,https://www.inaturalist.org/observations/71702814,https://static.inaturalist.org/photos/116780589/medium.jpeg,false,2,"Westmoreland, TN 37186, USA",36.5229777778,-86.2325777778,,,,,false,gps,gps,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71705347,2021-03-21,research,https://www.inaturalist.org/observations/71705347,https://static.inaturalist.org/photos/116785507/medium.jpeg,false,2,Stockbridge,33.5442645548,-84.2338095233,7582,7582,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
71715293,2021-03-21,research,https://www.inaturalist.org/observations/71715293,https://static.inaturalist.org/photos/116884030/medium.jpg,false,3,"Hillsborough, NC, US",36.0608888333,-79.1484916667,4,4,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71720919,2019-12-27,research,https://www.inaturalist.org/observations/71720919,https://static.inaturalist.org/photos/116811960/medium.jpeg,false,,"Everglades National Park, US-FL, US",25.5833526453,-80.6903196615,6,29958,obscured,,true,,"",marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71722558,2021-03-21,research,https://www.inaturalist.org/observations/71722558,https://inaturalist-open-data.s3.amazonaws.com/photos/116814949/medium.jpg,false,3,"Jonathan Dickinson State Park, Hobe Sound, FL, US",26.9957666667,-80.1510083333,8,8,,,false,,,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
71725496,2021-03-20,research,https://www.inaturalist.org/observations/71725496,https://inaturalist-open-data.s3.amazonaws.com/photos/116820219/medium.jpg,false,3,"Scottsboro, AL, US",34.9785383333,-86.0878611667,46,46,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71726822,2021-03-21,research,https://www.inaturalist.org/observations/71726822,https://static.inaturalist.org/photos/116822151/medium.jpg,false,3,"Harris Estates Dr, Newnan, GA, US",33.4548811757,-84.7923565526,165,165,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71737427,2021-03-20,research,https://www.inaturalist.org/observations/71737427,https://inaturalist-open-data.s3.amazonaws.com/photos/116841374/medium.jpg,false,3,"Scottsboro, AL, US",34.98043,-86.0816888333,14,14,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71744013,2021-03-21,research,https://www.inaturalist.org/observations/71744013,https://static.inaturalist.org/photos/116852824/medium.jpg,false,3,"Estero Bay Buffer Preserve, Estero, FL, US",26.4432204071,-81.8374528862,8,8,,,false,,,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
71749966,2021-03-21,research,https://www.inaturalist.org/observations/71749966,https://inaturalist-open-data.s3.amazonaws.com/photos/116864496/medium.jpg,false,3,"Mississippi, US",33.3359366142,-89.0148677465,78,28984,obscured,,true,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71758267,2021-03-21,research,https://www.inaturalist.org/observations/71758267,https://static.inaturalist.org/photos/116879119/medium.jpeg,false,2,"Searcy County, Buffalo National River, US-AR, US",36.0064491965,-92.6807901263,7,7,,,false,gps,gps,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71761310,2021-03-21,research,https://www.inaturalist.org/observations/71761310,https://inaturalist-open-data.s3.amazonaws.com/photos/116885019/medium.jpeg,false,2,"Grassy, IL, USA",37.6457699722,-89.105275,,,,,false,gps,gps,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71762920,2021-03-21,research,https://www.inaturalist.org/observations/71762920,https://static.inaturalist.org/photos/116888193/medium.jpeg,false,2,Lake Raleigh,35.7650780176,-78.6817102879,560,560,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
71795575,2021-03-14,research,https://www.inaturalist.org/observations/71795575,https://inaturalist-open-data.s3.amazonaws.com/photos/117538923/medium.jpg,false,3,"West Blocton, AL, US",32.9956033333,-87.1344388333,5,5,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71803950,2021-03-21,research,https://www.inaturalist.org/observations/71803950,https://static.inaturalist.org/photos/116963079/medium.jpg,false,,"Rhea County, TN, USA",35.526944,-85.022173,100,100,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71805227,2021-03-17,research,https://www.inaturalist.org/observations/71805227,https://inaturalist-open-data.s3.amazonaws.com/photos/116965719/medium.jpg,false,3,"Honeymoon Island State Park, Dunedin, FL, US",28.0673079091,-82.832152295,84,84,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
71805697,2021-03-22,research,https://www.inaturalist.org/observations/71805697,https://inaturalist-open-data.s3.amazonaws.com/photos/116966698/medium.jpg,false,3,"Hillsborough, NC, US",36.0583638333,-79.1463916667,7,7,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71817211,2021-03-22,research,https://www.inaturalist.org/observations/71817211,https://inaturalist-open-data.s3.amazonaws.com/photos/116987826/medium.jpg,false,3,"Franklin, TN, US",35.9104959122,-87.0305213601,93,93,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71825792,2021-03-22,research,https://www.inaturalist.org/observations/71825792,https://inaturalist-open-data.s3.amazonaws.com/photos/117002551/medium.jpeg,false,2,"Brevard County, FL, USA",28.663322,-80.7751879722,,,,,false,gps,gps,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
71830072,2021-03-22,research,https://www.inaturalist.org/observations/71830072,https://inaturalist-open-data.s3.amazonaws.com/photos/117009860/medium.jpg,false,3,"Hillsborough, NC, US",36.0565801186,-79.1466712,677,677,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71830206,2021-03-20,research,https://www.inaturalist.org/observations/71830206,https://static.inaturalist.org/photos/117010192/medium.jpg,false,3,"William B. Bankhead National Forest, Haleyville, AL, US",34.3532848779,-87.4471023297,65,65,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71830826,2021-03-21,research,https://www.inaturalist.org/observations/71830826,https://static.inaturalist.org/photos/117010950/medium.jpeg,false,,"Dade County, GA, USA",34.8510027778,-85.4788194444,7,7,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71836707,2021-03-22,research,https://www.inaturalist.org/observations/71836707,https://static.inaturalist.org/photos/117021722/medium.jpeg,false,2,"Oxford, MS 38655, USA",34.3080491927,-89.4692233577,12,12,,,false,,,Striped Gentian,Gentiana villosa,Striped Gentian,Plantae,163237
71839114,2021-03-21,research,https://www.inaturalist.org/observations/71839114,https://static.inaturalist.org/photos/117026253/medium.jpg,false,3,"Harrodsburg, KY, US",37.8434116667,-84.76712,26,26,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71839885,2021-03-21,research,https://www.inaturalist.org/observations/71839885,https://inaturalist-open-data.s3.amazonaws.com/photos/117027659/medium.jpg,false,3,"Matheson Hammock Park, Coral Gables, FL, US",25.6794058884,-80.2703542671,351,351,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
71841731,2021-03-20,research,https://www.inaturalist.org/observations/71841731,https://inaturalist-open-data.s3.amazonaws.com/photos/117030779/medium.jpg,false,,"Big Cypress, FL, USA",26.1895529792,-81.2649203598,122,122,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
71849366,2021-03-22,research,https://www.inaturalist.org/observations/71849366,https://static.inaturalist.org/photos/117044849/medium.jpeg,false,2,"Johnson County, US-IL, US",37.3586616516,-88.8863220215,,,,,false,gps,gps,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71872547,2021-03-23,research,https://www.inaturalist.org/observations/71872547,https://inaturalist-open-data.s3.amazonaws.com/photos/117087708/medium.jpg,false,3,"Providence Rd, Abingdon, VA, US",36.728952108,-82.0753531159,30,30,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71891698,2021-03-23,research,https://www.inaturalist.org/observations/71891698,https://inaturalist-open-data.s3.amazonaws.com/photos/117121149/medium.jpg,false,3,"Rocky Top, TN, US",36.2181883333,-84.0904611667,37,37,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71893428,2021-03-23,research,https://www.inaturalist.org/observations/71893428,https://inaturalist-open-data.s3.amazonaws.com/photos/117124214/medium.jpg,false,3,"Berea, KY, US",37.5632548984,-84.2450727896,10,10,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71903660,2021-03-20,research,https://www.inaturalist.org/observations/71903660,https://static.inaturalist.org/photos/117154514/medium.jpg,false,3,"Wimpole Ave, Knoxville, TN, US",35.983969604,-83.8819860008,65,65,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71949276,2021-03-24,research,https://www.inaturalist.org/observations/71949276,https://static.inaturalist.org/photos/117224403/medium.jpeg,false,2,"North Jupiter Flatwoods Natural Area, Misty Lake Placid, Jupiter, FL 33458, USA",26.9536122997,-80.1484518,,,,,false,gps,gps,Shortleaf Rose Gentian,Sabatia brevifolia,Shortleaf Rose Gentian,Plantae,126298
71949289,2021-03-24,research,https://www.inaturalist.org/observations/71949289,https://static.inaturalist.org/photos/117224428/medium.jpeg,false,2,"Jupiter, FL, USA",26.9552596997,-80.1486701,,,,,false,gps,gps,Largeflower Rose Gentian,Sabatia grandiflora,Largeflower Rose Gentian,Plantae,127442
71953099,2021-03-24,research,https://www.inaturalist.org/observations/71953099,https://inaturalist-open-data.s3.amazonaws.com/photos/117230788/medium.jpg,false,3,"The University of North Carolina at Chapel Hill, Chapel Hill, NC, US",35.8829333333,-79.0298778333,28,28,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71966347,2021-03-22,research,https://www.inaturalist.org/observations/71966347,https://inaturalist-open-data.s3.amazonaws.com/photos/117254698/medium.jpeg,false,,"Hot Springs Village, AR, USA",34.65406,-92.93829,10,10,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71971472,2021-03-24,research,https://www.inaturalist.org/observations/71971472,https://static.inaturalist.org/photos/117354427/medium.jpg,false,3,"Whitehorse Rd, Hillsborough, NC, US",36.0093504656,-79.1306388193,4,4,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
71981421,2021-03-20,research,https://www.inaturalist.org/observations/71981421,https://static.inaturalist.org/photos/117282462/medium.jpg,false,3,"Columbia, TN, US",35.5592822444,-86.8870839093,8173,8173,,,false,,,American columbo,Frasera caroliniensis,American columbo,Plantae,118741
71987750,2021-03-23,research,https://www.inaturalist.org/observations/71987750,https://inaturalist-open-data.s3.amazonaws.com/photos/117293434/medium.jpeg,false,2,"Loudon County, US-TN, US",35.7289480997,-84.2424481997,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72032632,2021-03-25,research,https://www.inaturalist.org/observations/72032632,https://inaturalist-open-data.s3.amazonaws.com/photos/117374695/medium.jpeg,false,2,"Hillsborough, NC 27278, USA",36.0589579722,-79.1306869722,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72034670,2021-03-25,research,https://www.inaturalist.org/observations/72034670,https://inaturalist-open-data.s3.amazonaws.com/photos/117378159/medium.jpg,false,3,"Sanibel Island, Sanibel, FL, US",26.4288029343,-82.0821742068,5,5,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
72036589,2021-03-25,research,https://www.inaturalist.org/observations/72036589,https://static.inaturalist.org/photos/117381111/medium.jpeg,false,2,"Lee County, KY, USA",37.5928111111,-83.7910722222,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72044742,2021-03-25,research,https://www.inaturalist.org/observations/72044742,https://inaturalist-open-data.s3.amazonaws.com/photos/117397232/medium.jpg,false,3,"Mammoth Cave National Park, Edmonson County, US-KY, US",37.1507879373,-86.0994916918,4,4,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72048129,2021-03-25,research,https://www.inaturalist.org/observations/72048129,https://static.inaturalist.org/photos/117401346/medium.jpeg,false,2,"Afton, VA 22920, USA",37.995575,-78.7563444444,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72090291,2021-03-26,research,https://www.inaturalist.org/observations/72090291,https://inaturalist-open-data.s3.amazonaws.com/photos/117479286/medium.jpg,false,3,"Sanibel Island, Sanibel, FL, US",26.4284986491,-82.0836356097,10,10,,,false,,,marsh pink,Sabatia stellaris,marsh pink,Plantae,126339
72124598,2021-03-26,research,https://www.inaturalist.org/observations/72124598,https://static.inaturalist.org/photos/117539099/medium.jpg,false,3,"West Blocton, AL, US",33.0146160151,-87.1103339104,31,31,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72137144,2021-03-22,research,https://www.inaturalist.org/observations/72137144,https://inaturalist-open-data.s3.amazonaws.com/photos/117529691/medium.jpg,false,,"2201 Moorefields Rd, Hillsborough, NC 27278, USA",36.0574552,-79.1444333,203,203,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72142911,2021-03-26,research,https://www.inaturalist.org/observations/72142911,https://inaturalist-open-data.s3.amazonaws.com/photos/117574934/medium.jpeg,false,,"Illinois, US",37.5868156694,-88.0808474694,31,28388,obscured,,true,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72154511,2021-03-26,research,https://www.inaturalist.org/observations/72154511,https://inaturalist-open-data.s3.amazonaws.com/photos/117594807/medium.jpeg,false,2,"Algood, TN 38501, USA",36.2536936736,-85.5653133988,993,993,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72159950,2021-03-26,research,https://www.inaturalist.org/observations/72159950,https://static.inaturalist.org/photos/117604522/medium.jpeg,false,2,"Lee County, KY, USA",37.5950611111,-83.7914416667,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72172137,2021-03-27,research,https://www.inaturalist.org/observations/72172137,https://inaturalist-open-data.s3.amazonaws.com/photos/117625551/medium.jpg,false,3,"N Church St, Greensboro, NC, US",36.2339966667,-79.7759383333,6,6,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72178068,2021-03-27,research,https://www.inaturalist.org/observations/72178068,https://inaturalist-open-data.s3.amazonaws.com/photos/117635781/medium.jpeg,false,2,"Louisville, MS 39339, USA",33.210287,-89.073192,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72183930,2021-03-27,research,https://www.inaturalist.org/observations/72183930,https://inaturalist-open-data.s3.amazonaws.com/photos/117645026/medium.jpg,false,,"Blackpoint Wildlife Dr, Florida, USA",28.6751412,-80.7625543,4912,4912,,,false,,,catchfly prairie gentian,Eustoma exaltatum,catchfly prairie gentian,Plantae,77125
72184901,2021-03-27,research,https://www.inaturalist.org/observations/72184901,https://inaturalist-open-data.s3.amazonaws.com/photos/117647035/medium.jpg,false,3,"Bluehole Rd, La Fayette, GA, US",34.709849786,-85.3395516147,5,5,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72205151,2021-03-27,research,https://www.inaturalist.org/observations/72205151,https://inaturalist-open-data.s3.amazonaws.com/photos/117718637/medium.jpeg,false,333,Marietta,33.9846153259,-84.3832473755,7,7,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72206773,2021-03-27,research,https://www.inaturalist.org/observations/72206773,https://inaturalist-open-data.s3.amazonaws.com/photos/117686436/medium.jpg,false,3,"The University of North Carolina at Chapel Hill, Carrboro, NC, US",35.9330666667,-79.0822138333,4,4,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72207885,2021-03-26,research,https://www.inaturalist.org/observations/72207885,https://inaturalist-open-data.s3.amazonaws.com/photos/117688301/medium.jpg,false,3,"Illinois, US",37.5537329519,-88.0134111907,4,28388,obscured,,true,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72212833,2021-03-27,research,https://www.inaturalist.org/observations/72212833,https://inaturalist-open-data.s3.amazonaws.com/photos/117696572/medium.jpeg,false,2,"Appomattox River, VA, USA",37.3976712687,-78.6374638975,1049,1049,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
72223872,2021-03-27,research,https://www.inaturalist.org/observations/72223872,https://inaturalist-open-data.s3.amazonaws.com/photos/117716249/medium.jpg,false,3,"Uwharrie National Forest, Candor, NC, US",35.2456033333,-79.7999633333,10,10,,,false,,,pennywort,Obolaria virginica,pennywort,Plantae,126800
72224166,2021-03-27,research,https://www.inaturalist.org/observations/72224166,https://inaturalist-open-data.s3.amazonaws.com/photos/117716949/medium.jpeg,false,2,"Hiawassee, GA 30546, USA",34.9628888889,-83.7690277778,,,,,false,gps,gps,pennywort,Obolaria virginica,pennywort,Plantae,126800
